id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
935,1621,07-12-2016 08:07,84,82,42,208,419.16,614.18,341.04,1374.38
936,1631,10-05-2016 04:09,86,130,59,275,429.14,973.7,479.08,1881.92
937,1631,09-06-2016 19:35,92,24,27,143,459.08,179.76,219.24,858.08
938,1631,07-08-2016 15:57,103,12,31,146,513.97,89.88,251.72,855.57
939,1631,05-10-2016 10:21,108,50,26,184,538.92,374.5,211.12,1124.54
940,1631,03-11-2016 18:13,98,18,34,150,489.02,134.82,276.08,899.92
941,1631,02-12-2016 05:56,91,48,0,139,454.09,359.52,0,813.61
942,1631,31-12-2016 13:56,110,0,0,110,548.9,0,0,548.9
943,1641,10-09-2016 11:41,316,24,16,356,1576.84,179.76,129.92,1886.52
944,1641,09-10-2016 14:03,372,0,18,390,1856.28,0,146.16,2002.44
945,1641,07-11-2016 10:16,291,39,0,330,1452.09,292.11,0,1744.2
946,1641,06-12-2016 06:31,297,0,41,338,1482.03,0,332.92,1814.95
947,1651,12-07-2014 10:04,149,12,0,161,743.51,89.88,0,833.39
948,1651,11-08-2014 05:43,153,0,33,186,763.47,0,267.96,1031.43
949,1651,09-09-2014 22:15,40,0,0,40,199.6,0,0,199.6
950,1651,08-10-2014 06:15,159,0,15,174,793.41,0,121.8,915.21
951,1651,06-12-2014 15:53,175,5,7,187,873.25,37.45,56.84,967.54
952,1651,04-01-2015 00:46,199,16,0,215,993.01,119.84,0,1112.85
953,1651,03-02-2015 07:24,90,5,0,95,449.1,37.45,0,486.55
954,1651,04-03-2015 20:52,151,0,0,151,753.49,0,0,753.49
955,1651,02-04-2015 15:55,100,14,24,138,499,104.86,194.88,798.74
956,1651,02-05-2015 03:04,153,9,0,162,763.47,67.41,0,830.88
957,1651,31-05-2015 13:15,139,15,27,181,693.61,112.35,219.24,1025.2
958,1651,29-06-2015 13:46,141,14,16,171,703.59,104.86,129.92,938.37
959,1651,28-07-2015 16:37,149,28,0,177,743.51,209.72,0,953.23
960,1651,28-08-2015 00:12,138,38,12,188,688.62,284.62,97.44,1070.68
961,1651,25-09-2015 01:27,157,30,115,302,783.43,224.7,933.8,1941.93
962,1651,25-10-2015 04:54,131,0,0,131,653.69,0,0,653.69
963,1651,23-11-2015 16:42,167,9,0,176,833.33,67.41,0,900.74
964,1651,22-12-2015 01:54,128,11,0,139,638.72,82.39,0,721.11
965,1651,20-01-2016 07:52,158,21,12,191,788.42,157.29,97.44,1043.15
966,1651,18-02-2016 04:35,150,5,0,155,748.5,37.45,0,785.95
967,1651,19-03-2016 01:08,162,15,0,177,808.38,112.35,0,920.73
968,1651,18-04-2016 11:48,144,13,0,157,718.56,97.37,0,815.93
969,1651,18-05-2016 02:15,259,20,5,284,1292.41,149.8,40.6,1482.81
970,1651,16-06-2016 13:07,146,24,0,170,728.54,179.76,0,908.3
971,1651,16-07-2016 15:30,143,3,0,146,713.57,22.47,0,736.04
972,1651,15-08-2016 20:53,23,0,9,32,114.77,0,73.08,187.85
973,1651,14-09-2016 02:08,161,206,7,374,803.39,1542.94,56.84,2403.17
974,1651,13-10-2016 00:50,188,3,14,205,938.12,22.47,113.68,1074.27
975,1651,12-11-2016 02:56,130,13,10,153,648.7,97.37,81.2,827.27
976,1651,12-12-2016 04:53,161,0,2,163,803.39,0,16.24,819.63
977,1661,26-05-2016 03:36,517,2,96,615,2579.83,14.98,779.52,3374.33
978,1661,24-06-2016 07:44,482,0,735,1217,2405.18,0,5968.2,8373.38
979,1661,23-07-2016 17:06,500,0,13,513,2495,0,105.56,2600.56
980,1661,22-08-2016 00:25,497,0,12,509,2480.03,0,97.44,2577.47
981,1661,21-09-2016 17:15,487,8,7,502,2430.13,59.92,56.84,2546.89
982,1661,21-10-2016 11:54,479,8,3,490,2390.21,59.92,24.36,2474.49
983,1661,19-11-2016 22:53,586,23,0,609,2924.14,172.27,0,3096.41
984,1661,18-12-2016 18:47,501,0,10,511,2499.99,0,81.2,2581.19
985,1671,29-06-2016 18:08,149,9,6,164,743.51,67.41,48.72,859.64
986,1681,17-04-2016 23:02,313,35,12,360,1561.87,262.15,97.44,1921.46
987,1681,16-05-2016 22:14,294,25,21,340,1467.06,187.25,170.52,1824.83
988,1681,15-06-2016 10:50,343,350,71,764,1711.57,2621.5,576.52,4909.59
989,1681,15-07-2016 14:10,311,63,18,392,1551.89,471.87,146.16,2169.92
990,1681,13-08-2016 13:48,284,31,1,316,1417.16,232.19,8.12,1657.47
991,1681,11-09-2016 08:43,896,25,183,1104,4471.04,187.25,1485.96,6144.25
992,1681,11-10-2016 23:55,309,24,12,345,1541.91,179.76,97.44,1819.11
993,1681,09-11-2016 06:19,321,30,13,364,1601.79,224.7,105.56,1932.05
994,1681,08-12-2016 04:46,742,0,43,785,3702.58,0,349.16,4051.74
995,1691,13-01-2016 12:00,501,2,18,521,2499.99,14.98,146.16,2661.13
996,1691,11-02-2016 05:04,571,26,22,619,2849.29,194.74,178.64,3222.67
997,1691,11-03-2016 21:22,503,44,0,547,2509.97,329.56,0,2839.53
998,1691,10-04-2016 11:22,504,16,10,530,2514.96,119.84,81.2,2716
999,1691,10-05-2016 09:35,504,0,0,504,2514.96,0,0,2514.96
1000,1691,09-06-2016 21:37,432,1,6,439,2155.68,7.49,48.72,2211.89
1001,1691,08-07-2016 20:45,476,0,0,476,2375.24,0,0,2375.24
1002,1691,06-08-2016 11:29,428,21,18,467,2135.72,157.29,146.16,2439.17
1003,1691,05-09-2016 06:06,499,10,0,509,2490.01,74.9,0,2564.91
1004,1691,04-10-2016 00:34,493,11,9,513,2460.07,82.39,73.08,2615.54
1005,1691,03-11-2016 21:12,494,0,0,494,2465.06,0,0,2465.06
1006,1691,02-12-2016 17:46,509,0,14,523,2539.91,0,113.68,2653.59
1007,1691,31-12-2016 07:05,0,3,24,27,0,22.47,194.88,217.35
1008,1701,12-12-2013 04:47,148,7,134,289,738.52,52.43,1088.08,1879.03
1009,1701,11-01-2014 11:13,145,0,0,145,723.55,0,0,723.55
1010,1701,12-03-2014 22:32,0,9,14,23,0,67.41,113.68,181.09
1011,1701,10-04-2014 00:58,127,3,23,153,633.73,22.47,186.76,842.96
1012,1701,09-05-2014 17:11,166,42,10,218,828.34,314.58,81.2,1224.12
1013,1701,08-06-2014 19:37,144,8,0,152,718.56,59.92,0,778.48
1014,1701,07-07-2014 11:12,147,0,0,147,733.53,0,0,733.53
1015,1701,05-08-2014 22:34,100,0,10,110,499,0,81.2,580.2
1016,1701,05-09-2014 00:26,122,4,0,126,608.78,29.96,0,638.74
1017,1701,04-10-2014 09:43,225,0,8,233,1122.75,0,64.96,1187.71
1018,1701,03-11-2014 20:34,142,9,17,168,708.58,67.41,138.04,914.03
1019,1701,02-12-2014 16:23,149,24,0,173,743.51,179.76,0,923.27
1020,1701,31-12-2014 06:56,135,3,16,154,673.65,22.47,129.92,826.04
1021,1701,29-01-2015 22:34,157,39,13,209,783.43,292.11,105.56,1181.1
1022,1701,28-02-2015 06:06,147,5,13,165,733.53,37.45,105.56,876.54
1023,1701,30-03-2015 12:32,157,2,54,213,783.43,14.98,438.48,1236.89
1024,1701,28-04-2015 22:17,166,29,0,195,828.34,217.21,0,1045.55
1025,1701,27-05-2015 01:41,162,0,1,163,808.38,0,8.12,816.5
1026,1701,26-06-2015 22:22,172,28,38,238,858.28,209.72,308.56,1376.56
1027,1701,26-07-2015 08:21,147,7,0,154,733.53,52.43,0,785.96
1028,1701,25-08-2015 04:44,85,19,5,109,424.15,142.31,40.6,607.06
1029,1701,24-09-2015 21:02,166,18,10,194,828.34,134.82,81.2,1044.36
1030,1701,23-10-2015 19:57,109,0,37,146,543.91,0,300.44,844.35
1031,1701,21-01-2016 20:31,158,27,17,202,788.42,202.23,138.04,1128.69
1032,1701,19-02-2016 23:12,116,5,0,121,578.84,37.45,0,616.29
1033,1701,19-03-2016 21:56,149,2,10,161,743.51,14.98,81.2,839.69
1034,1701,18-04-2016 16:24,147,9,0,156,733.53,67.41,0,800.94
1035,1701,18-05-2016 21:11,0,15,5,20,0,112.35,40.6,152.95
1036,1701,15-07-2016 13:20,162,114,3,279,808.38,853.86,24.36,1686.6
1037,1701,14-08-2016 12:16,140,0,18,158,698.6,0,146.16,844.76
1038,1701,12-09-2016 07:26,151,0,9,160,753.49,0,73.08,826.57
1039,1701,12-10-2016 17:14,151,41,10,202,753.49,307.09,81.2,1141.78
1040,1701,10-11-2016 04:27,143,18,17,178,713.57,134.82,138.04,986.43
1041,1701,09-12-2016 22:51,153,161,0,314,763.47,1205.89,0,1969.36
1042,1711,10-07-2015 04:53,507,16,14,537,2529.93,119.84,113.68,2763.45
1043,1711,08-08-2015 02:33,532,5,76,613,2654.68,37.45,617.12,3309.25
1044,1711,06-09-2015 02:06,485,3,14,502,2420.15,22.47,113.68,2556.3
1045,1711,05-10-2015 12:26,503,0,21,524,2509.97,0,170.52,2680.49
1046,1711,04-11-2015 11:03,492,21,0,513,2455.08,157.29,0,2612.37
1047,1711,04-12-2015 02:33,515,0,19,534,2569.85,0,154.28,2724.13
1048,1711,02-01-2016 20:45,504,14,9,527,2514.96,104.86,73.08,2692.9
1049,1711,01-02-2016 08:21,522,6,52,580,2604.78,44.94,422.24,3071.96
1050,1711,01-03-2016 17:13,507,31,21,559,2529.93,232.19,170.52,2932.64
1051,1711,31-03-2016 16:30,490,0,6,496,2445.1,0,48.72,2493.82
1052,1711,29-04-2016 04:52,493,1,476,970,2460.07,7.49,3865.12,6332.68
1053,1711,29-05-2016 00:11,555,18,5,578,2769.45,134.82,40.6,2944.87
1054,1711,26-06-2016 12:08,500,0,0,500,2495,0,0,2495
1055,1711,26-07-2016 00:38,486,0,19,505,2425.14,0,154.28,2579.42
1056,1711,24-08-2016 11:21,511,6,2,519,2549.89,44.94,16.24,2611.07
1057,1711,22-09-2016 08:29,487,5,43,535,2430.13,37.45,349.16,2816.74
1058,1711,21-10-2016 16:07,528,5,4,537,2634.72,37.45,32.48,2704.65
1059,1711,19-11-2016 07:32,504,18,22,544,2514.96,134.82,178.64,2828.42
1060,1711,18-12-2016 05:30,491,0,12,503,2450.09,0,97.44,2547.53
1061,1721,21-06-2016 11:19,113,31,0,144,563.87,232.19,0,796.06
1062,1721,20-07-2016 01:11,94,27,31,152,469.06,202.23,251.72,923.01
1063,1741,23-05-2015 00:01,587,14,11,612,2929.13,104.86,89.32,3123.31
1064,1741,20-06-2015 03:07,493,7,13,513,2460.07,52.43,105.56,2618.06
1065,1741,19-07-2015 13:44,514,13,28,555,2564.86,97.37,227.36,2889.59
1066,1741,17-08-2015 23:53,495,12,8,515,2470.05,89.88,64.96,2624.89
1067,1741,15-09-2015 05:07,543,0,0,543,2709.57,0,0,2709.57
1068,1741,15-10-2015 18:46,512,0,3,515,2554.88,0,24.36,2579.24
1069,1741,14-11-2015 13:18,491,3,16,510,2450.09,22.47,129.92,2602.48
1070,1741,13-12-2015 20:19,488,0,27,515,2435.12,0,219.24,2654.36
1071,1741,12-01-2016 21:06,526,25,0,551,2624.74,187.25,0,2811.99
1072,1741,10-02-2016 19:11,509,14,1,524,2539.91,104.86,8.12,2652.89
1073,1741,10-03-2016 00:41,479,0,23,502,2390.21,0,186.76,2576.97
1074,1741,08-04-2016 04:03,499,22,76,597,2490.01,164.78,617.12,3271.91
1075,1741,07-05-2016 15:21,520,0,30,550,2594.8,0,243.6,2838.4
1076,1741,06-06-2016 17:14,486,202,12,700,2425.14,1512.98,97.44,4035.56
1077,1741,06-07-2016 10:52,496,88,109,693,2475.04,659.12,885.08,4019.24
1078,1741,04-08-2016 00:23,500,1,9,510,2495,7.49,73.08,2575.57
1079,1741,02-09-2016 06:41,503,0,34,537,2509.97,0,276.08,2786.05
1080,1741,01-10-2016 09:11,508,43,1277,1828,2534.92,322.07,10369.24,13226.23
1081,1741,31-10-2016 00:30,493,17,305,815,2460.07,127.33,2476.6,5064
1082,1741,30-11-2016 19:13,524,64,121,709,2614.76,479.36,982.52,4076.64
1083,1741,30-12-2016 16:54,504,3,10,517,2514.96,22.47,81.2,2618.63
1084,1751,12-12-2013 17:49,150,0,3,153,748.5,0,24.36,772.86
1085,1751,10-01-2014 01:18,124,38,9,171,618.76,284.62,73.08,976.46
1086,1751,09-02-2014 16:35,127,1,0,128,633.73,7.49,0,641.22
1087,1751,09-04-2014 20:57,144,0,3,147,718.56,0,24.36,742.92
1088,1751,09-05-2014 09:09,133,0,0,133,663.67,0,0,663.67
1089,1761,05-10-2016 03:22,104,39,31,174,518.96,292.11,251.72,1062.79
1090,1761,03-11-2016 06:09,99,64,51,214,494.01,479.36,414.12,1387.49
1091,1761,03-12-2016 03:24,17,43,31,91,84.83,322.07,251.72,658.62
1092,1761,01-01-2017 17:34,62,28,124,214,309.38,209.72,1006.88,1525.98
1093,1771,18-08-2016 06:14,507,350,0,857,2529.93,2621.5,0,5151.43
1094,1771,17-09-2016 05:18,483,7,8,498,2410.17,52.43,64.96,2527.56
1095,1771,17-10-2016 22:50,734,33,19,786,3662.66,247.17,154.28,4064.11
1096,1771,16-11-2016 19:51,458,19,21,498,2285.42,142.31,170.52,2598.25
1097,1771,15-12-2016 08:45,465,0,0,465,2320.35,0,0,2320.35
1098,1781,15-07-2014 17:23,485,2,4,491,2420.15,14.98,32.48,2467.61
1099,1781,13-08-2014 03:40,403,0,74,477,2010.97,0,600.88,2611.85
1100,1781,12-09-2014 21:16,500,0,16,516,2495,0,129.92,2624.92
1101,1781,12-10-2014 08:05,488,26,4,518,2435.12,194.74,32.48,2662.34
1102,1781,11-11-2014 03:13,494,15,8,517,2465.06,112.35,64.96,2642.37
1103,1781,10-12-2014 07:51,518,0,16,534,2584.82,0,129.92,2714.74
1104,1781,09-01-2015 01:51,494,9,0,503,2465.06,67.41,0,2532.47
1105,1781,08-02-2015 21:10,560,108,94,762,2794.4,808.92,763.28,4366.6
1106,1781,09-03-2015 14:16,516,18,0,534,2574.84,134.82,0,2709.66
1107,1781,08-04-2015 19:17,496,20,3,519,2475.04,149.8,24.36,2649.2
1108,1781,09-05-2015 00:09,513,0,0,513,2559.87,0,0,2559.87
1109,1781,07-06-2015 06:31,496,12,26,534,2475.04,89.88,211.12,2776.04
1110,1781,07-07-2015 09:43,502,5,0,507,2504.98,37.45,0,2542.43
1111,1781,06-08-2015 13:50,479,0,5,484,2390.21,0,40.6,2430.81
1112,1781,05-09-2015 05:58,6043,8,8,6059,30154.57,59.92,64.96,30279.45
1113,1781,05-10-2015 03:09,497,646,1,1144,2480.03,4838.54,8.12,7326.69
1114,1781,03-11-2015 23:43,497,13,10,520,2480.03,97.37,81.2,2658.6
1115,1781,02-12-2015 21:53,499,0,11,510,2490.01,0,89.32,2579.33
1116,1781,31-12-2015 02:51,512,4,0,516,2554.88,29.96,0,2584.84
1117,1781,30-01-2016 10:03,495,13,45,553,2470.05,97.37,365.4,2932.82
1118,1781,29-02-2016 01:59,503,0,13,516,2509.97,0,105.56,2615.53
1119,1781,30-03-2016 21:44,505,0,15,520,2519.95,0,121.8,2641.75
1120,1781,29-04-2016 17:47,504,0,0,504,2514.96,0,0,2514.96
1121,1781,29-05-2016 00:19,505,5,0,510,2519.95,37.45,0,2557.4
1122,1781,28-06-2016 02:51,481,34,10,525,2400.19,254.66,81.2,2736.05
1123,1781,28-07-2016 01:27,685,0,0,685,3418.15,0,0,3418.15
1124,1781,26-08-2016 22:57,495,10,10,515,2470.05,74.9,81.2,2626.15
1125,1781,24-09-2016 02:14,491,12,20,523,2450.09,89.88,162.4,2702.37
1126,1781,24-10-2016 11:18,522,13,0,535,2604.78,97.37,0,2702.15
1127,1781,22-11-2016 17:21,492,10,2,504,2455.08,74.9,16.24,2546.22
1128,1781,22-12-2016 21:37,531,2,11,544,2649.69,14.98,89.32,2753.99
1129,1791,09-12-2013 15:39,481,0,0,481,2400.19,0,0,2400.19
1130,1791,07-01-2014 00:36,493,53,0,546,2460.07,396.97,0,2857.04
1131,1791,06-02-2014 23:20,508,9,22,539,2534.92,67.41,178.64,2780.97
1132,1791,07-03-2014 09:46,534,163,26,723,2664.66,1220.87,211.12,4096.65
1133,1791,06-04-2014 21:01,493,11,35,539,2460.07,82.39,284.2,2826.66
1134,1791,06-05-2014 21:47,463,13,17,493,2310.37,97.37,138.04,2545.78
1135,1791,04-06-2014 19:33,494,21,25,540,2465.06,157.29,203,2825.35
1136,1791,04-07-2014 21:53,535,2,20,557,2669.65,14.98,162.4,2847.03
1137,1791,03-08-2014 10:16,484,198,18,700,2415.16,1483.02,146.16,4044.34
1138,1791,30-09-2014 21:11,481,0,15,496,2400.19,0,121.8,2521.99
1139,1791,29-10-2014 06:18,0,27,0,27,0,202.23,0,202.23
1140,1791,27-11-2014 04:06,470,26,0,496,2345.3,194.74,0,2540.04
1141,1791,27-12-2014 10:02,503,15,0,518,2509.97,112.35,0,2622.32
1142,1791,26-01-2015 10:46,499,12,4,515,2490.01,89.88,32.48,2612.37
1143,1791,25-02-2015 23:42,489,13,5,507,2440.11,97.37,40.6,2578.08
1144,1791,27-03-2015 06:42,508,3,0,511,2534.92,22.47,0,2557.39
1145,1791,26-04-2015 13:55,497,10,3,510,2480.03,74.9,24.36,2579.29
1146,1791,25-05-2015 14:00,488,0,11,499,2435.12,0,89.32,2524.44
1147,1791,23-07-2015 19:40,554,12,0,566,2764.46,89.88,0,2854.34
1148,1791,22-08-2015 20:00,499,0,0,499,2490.01,0,0,2490.01
1149,1791,20-09-2015 12:33,498,0,0,498,2485.02,0,0,2485.02
1150,1791,19-10-2015 00:42,487,17,45,549,2430.13,127.33,365.4,2922.86
1151,1791,18-11-2015 20:43,507,21,0,528,2529.93,157.29,0,2687.22
1152,1791,18-12-2015 16:51,484,17,44,545,2415.16,127.33,357.28,2899.77
1153,1791,16-01-2016 18:34,498,9,0,507,2485.02,67.41,0,2552.43
1154,1791,14-02-2016 11:47,489,0,39,528,2440.11,0,316.68,2756.79
1155,1791,15-03-2016 17:23,505,0,22,527,2519.95,0,178.64,2698.59
1156,1791,14-04-2016 08:26,508,0,0,508,2534.92,0,0,2534.92
1157,1791,13-05-2016 14:13,507,5,0,512,2529.93,37.45,0,2567.38
1158,1791,11-06-2016 11:56,490,7,2,499,2445.1,52.43,16.24,2513.77
1159,1791,11-07-2016 16:53,286,623,6,915,1427.14,4666.27,48.72,6142.13
1160,1791,10-08-2016 02:48,490,0,29,519,2445.1,0,235.48,2680.58
1161,1791,09-09-2016 02:34,509,8,6,523,2539.91,59.92,48.72,2648.55
1162,1791,08-10-2016 16:02,493,12,0,505,2460.07,89.88,0,2549.95
1163,1791,07-11-2016 03:45,509,11,32,552,2539.91,82.39,259.84,2882.14
1164,1791,06-12-2016 01:41,494,0,8,502,2465.06,0,64.96,2530.02
1165,1801,03-11-2015 14:04,298,151,16,465,1487.02,1130.99,129.92,2747.93
1166,1801,02-12-2015 12:19,313,22,1,336,1561.87,164.78,8.12,1734.77
1167,1801,01-01-2016 18:23,309,36,23,368,1541.91,269.64,186.76,1998.31
1168,1801,31-01-2016 01:51,272,48,12,332,1357.28,359.52,97.44,1814.24
1169,1801,01-03-2016 12:51,275,18,20,313,1372.25,134.82,162.4,1669.47
1170,1801,30-03-2016 13:11,301,39,1,341,1501.99,292.11,8.12,1802.22
1171,1801,28-04-2016 07:06,256,0,21,277,1277.44,0,170.52,1447.96
1172,1801,27-05-2016 03:25,280,40,0,320,1397.2,299.6,0,1696.8
1173,1801,25-06-2016 17:29,306,24,100,430,1526.94,179.76,812,2518.7
1174,1801,24-07-2016 11:47,297,26,0,323,1482.03,194.74,0,1676.77
1175,1801,22-08-2016 20:05,297,22,23,342,1482.03,164.78,186.76,1833.57
1176,1801,20-09-2016 10:31,295,34,20,349,1472.05,254.66,162.4,1889.11
1177,1801,19-10-2016 21:07,296,0,20,316,1477.04,0,162.4,1639.44
1178,1801,18-11-2016 08:36,305,0,0,305,1521.95,0,0,1521.95
1179,1801,17-12-2016 19:24,300,26,12,338,1497,194.74,97.44,1789.18
1180,1811,26-11-2016 21:41,566,6,6,578,2824.34,44.94,48.72,2918
1181,1811,26-12-2016 07:18,525,0,60,585,2619.75,0,487.2,3106.95
1182,1821,22-12-2016 21:02,330,73,22,425,1646.7,546.77,178.64,2372.11
1183,1831,01-12-2015 02:50,326,18,27,371,1626.74,134.82,219.24,1980.8
1184,1831,30-12-2015 19:01,297,19,24,340,1482.03,142.31,194.88,1819.22
1185,1831,29-01-2016 04:21,311,28,20,359,1551.89,209.72,162.4,1924.01
1186,1831,27-02-2016 13:16,300,16,1,317,1497,119.84,8.12,1624.96
1187,1831,27-03-2016 16:41,304,27,24,355,1516.96,202.23,194.88,1914.07
1188,1831,26-04-2016 22:08,282,40,0,322,1407.18,299.6,0,1706.78
1189,1831,26-05-2016 17:51,228,39,0,267,1137.72,292.11,0,1429.83
1190,1831,24-06-2016 02:06,302,16,6,324,1506.98,119.84,48.72,1675.54
1191,1831,24-07-2016 02:32,305,32,9301,9638,1521.95,239.68,75524.12,77285.75
1192,1831,23-08-2016 23:07,0,43,50,93,0,322.07,406,728.07
1193,1831,21-09-2016 12:34,308,22,12,342,1536.92,164.78,97.44,1799.14
1194,1831,20-10-2016 05:49,303,22,22,347,1511.97,164.78,178.64,1855.39
1195,1831,19-11-2016 00:03,281,222,9,512,1402.19,1662.78,73.08,3138.05
1196,1831,18-12-2016 03:05,346,60,30,436,1726.54,449.4,243.6,2419.54
1197,1841,06-12-2015 03:15,500,13,5,518,2495,97.37,40.6,2632.97
1198,1841,05-01-2016 04:06,508,0,33,541,2534.92,0,267.96,2802.88
1199,1841,03-02-2016 07:22,501,279,1,781,2499.99,2089.71,8.12,4597.82
1200,1841,03-03-2016 08:26,489,13,24,526,2440.11,97.37,194.88,2732.36
1201,1841,01-04-2016 19:07,444,0,4,448,2215.56,0,32.48,2248.04
1202,1841,30-04-2016 02:45,505,0,24,529,2519.95,0,194.88,2714.83
1203,1841,30-05-2016 21:27,497,7,0,504,2480.03,52.43,0,2532.46
1204,1841,29-06-2016 02:26,508,4,0,512,2534.92,29.96,0,2564.88
1205,1841,28-07-2016 22:53,489,28,12,529,2440.11,209.72,97.44,2747.27
1206,1841,26-08-2016 19:28,490,0,0,490,2445.1,0,0,2445.1
1207,1841,24-09-2016 20:49,469,1,2,472,2340.31,7.49,16.24,2364.04
1208,1841,23-10-2016 04:04,508,71,8,587,2534.92,531.79,64.96,3131.67
1209,1841,21-11-2016 12:00,512,0,0,512,2554.88,0,0,2554.88
1210,1841,20-12-2016 22:39,519,0,8,527,2589.81,0,64.96,2654.77
1211,1851,16-06-2014 03:05,493,1,0,494,2460.07,7.49,0,2467.56
1212,1851,16-07-2014 18:17,520,16,15,551,2594.8,119.84,121.8,2836.44
1213,1851,15-08-2014 09:19,493,0,30,523,2460.07,0,243.6,2703.67
1214,1851,13-09-2014 05:59,499,14,12,525,2490.01,104.86,97.44,2692.31
1215,1851,13-10-2014 19:53,491,0,11,502,2450.09,0,89.32,2539.41
1216,1851,12-11-2014 04:47,468,13,0,481,2335.32,97.37,0,2432.69
1217,1851,11-12-2014 09:14,499,5,187,691,2490.01,37.45,1518.44,4045.9
1218,1851,09-01-2015 17:50,502,0,0,502,2504.98,0,0,2504.98
1219,1851,08-02-2015 00:15,515,38,31,584,2569.85,284.62,251.72,3106.19
1220,1851,10-03-2015 12:23,484,0,2,486,2415.16,0,16.24,2431.4
1221,1851,09-04-2015 18:19,554,0,6,560,2764.46,0,48.72,2813.18
1222,1851,09-05-2015 06:56,530,0,11,541,2644.7,0,89.32,2734.02
1223,1851,08-06-2015 00:11,536,0,6,542,2674.64,0,48.72,2723.36
1224,1851,07-07-2015 11:18,489,14,8,511,2440.11,104.86,64.96,2609.93
1225,1851,05-08-2015 13:45,600,10,5,615,2994,74.9,40.6,3109.5
1226,1851,03-09-2015 04:02,504,21,28,553,2514.96,157.29,227.36,2899.61
1227,1851,03-10-2015 04:55,505,10,0,515,2519.95,74.9,0,2594.85
1228,1851,02-11-2015 02:58,484,27,18,529,2415.16,202.23,146.16,2763.55
1229,1861,26-12-2016 08:20,306,42,19,367,1526.94,314.58,154.28,1995.8
1230,1871,22-12-2013 19:43,289,24,30,343,1442.11,179.76,243.6,1865.47
1231,1871,21-01-2014 02:17,298,22,17,337,1487.02,164.78,138.04,1789.84
1232,1871,20-02-2014 00:34,302,30,23,355,1506.98,224.7,186.76,1918.44
1233,1871,21-03-2014 19:29,0,25,88,113,0,187.25,714.56,901.81
1234,1871,19-04-2014 06:10,309,28,83,420,1541.91,209.72,673.96,2425.59
1235,1871,19-05-2014 19:51,299,35,31,365,1492.01,262.15,251.72,2005.88
1236,1871,17-06-2014 10:32,294,177,0,471,1467.06,1325.73,0,2792.79
1237,1871,17-07-2014 08:52,387,31,31,449,1931.13,232.19,251.72,2415.04
1238,1871,15-08-2014 00:30,285,28,19,332,1422.15,209.72,154.28,1786.15
1239,1871,14-09-2014 03:28,297,31,18,346,1482.03,232.19,146.16,1860.38
1240,1871,14-10-2014 14:04,294,33,10,337,1467.06,247.17,81.2,1795.43
1241,1871,13-11-2014 08:21,0,27,22,49,0,202.23,178.64,380.87
1242,1871,12-12-2014 08:45,282,40,24,346,1407.18,299.6,194.88,1901.66
1243,1871,10-01-2015 21:27,259,26,32,317,1292.41,194.74,259.84,1746.99
1244,1871,09-02-2015 19:16,296,30,36,362,1477.04,224.7,292.32,1994.06
1245,1871,11-03-2015 10:25,290,3775,101,4166,1447.1,28274.75,820.12,30541.97
1246,1871,10-04-2015 00:54,304,37,0,341,1516.96,277.13,0,1794.09
1247,1871,09-05-2015 13:27,280,29,39,348,1397.2,217.21,316.68,1931.09
1248,1871,07-06-2015 08:37,300,28,0,328,1497,209.72,0,1706.72
1249,1871,07-07-2015 21:46,301,0,36,337,1501.99,0,292.32,1794.31
1250,1871,05-08-2015 06:34,301,0,11,312,1501.99,0,89.32,1591.31
1251,1871,03-09-2015 03:34,302,0,0,302,1506.98,0,0,1506.98
1252,1871,02-10-2015 14:34,290,0,41,331,1447.1,0,332.92,1780.02
1253,1871,31-10-2015 15:53,312,50,15,377,1556.88,374.5,121.8,2053.18
1254,1871,29-11-2015 11:12,297,14,23,334,1482.03,104.86,186.76,1773.65
1255,1871,29-12-2015 17:43,311,35,21,367,1551.89,262.15,170.52,1984.56
1256,1871,27-01-2016 17:46,276,0,0,276,1377.24,0,0,1377.24
1257,1871,25-02-2016 01:18,302,60,24,386,1506.98,449.4,194.88,2151.26
1258,1871,26-03-2016 10:28,410,31,21,462,2045.9,232.19,170.52,2448.61
1259,1871,24-04-2016 11:29,307,19,0,326,1531.93,142.31,0,1674.24
1260,1871,24-05-2016 22:18,281,28,52,361,1402.19,209.72,422.24,2034.15
1261,1871,22-06-2016 17:06,299,37,21,357,1492.01,277.13,170.52,1939.66
1262,1871,21-07-2016 01:45,297,90,33,420,1482.03,674.1,267.96,2424.09
1263,1871,20-08-2016 10:22,396,25,6,427,1976.04,187.25,48.72,2212.01
1264,1871,19-09-2016 23:24,300,21,277,598,1497,157.29,2249.24,3903.53
1265,1871,18-10-2016 14:16,299,73,12,384,1492.01,546.77,97.44,2136.22
1266,1871,16-11-2016 02:16,291,48,293,632,1452.09,359.52,2379.16,4190.77
1267,1871,15-12-2016 07:30,299,7,18,324,1492.01,52.43,146.16,1690.6
1268,1881,08-12-2013 18:32,501,67,1647,2215,2499.99,501.83,13373.64,16375.46
1269,1881,06-01-2014 13:19,490,0,15,505,2445.1,0,121.8,2566.9
1270,1881,04-02-2014 09:19,506,6,10,522,2524.94,44.94,81.2,2651.08
1271,1881,05-03-2014 23:53,492,0,17,509,2455.08,0,138.04,2593.12
